Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,1389.5,безналичный,Брест,Белинвестбанк-VTAS-820,21-04-2024,07:40:07,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4038.84,наличный,Брест,Беларусбанк-NMTG-307,23-03-2002,12:42:26,успешно,нет,0.0
юр. лицо,списание средств,3090.17,наличный,Минск,Приорбанк-GING-580,14-03-2008,19:07:46,недостаточно средств,нет,0.0
физ. лицо,получение средств,1568.04,безналичный,Витебск,МаксБанк-QQOU-343,09-07-2015,14:13:34,успешно,нет,0.0
физ. лицо,получение средств,3860.64,безналичный,Гомель,МаксБанк-XVQS-026,27-11-2022,03:54:20,успешно,нет,0.0
юр. лицо,списание средств,2080.95,наличный,Минск,МаксБанк-JVZQ-096,18-04-2021,23:04:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,617.82,наличный,Витебск,БелАгропромбанк-LEET-925,06-09-2016,19:49:10,неправильный ввод пин-кода,да,10.48
юр. лицо,получение средств,1482.35,наличный,Гомель,БелАгропромбанк-AWAZ-738,23-10-2009,09:17:38,успешно,нет,0.0
юр. лицо,списание средств,3757.18,наличный,Витебск,Приорбанк-WLVJ-804,22-09-2018,06:26:47,неправильный ввод пин-кода,да,247.3
физ. лицо,списание средств,123.17,наличный,Витебск,Приорбанк-FLWM-559,22-05-2007,17:28:42,неправильный ввод пин-кода,да,10.36
юр. лицо,получение средств,4397.93,безналичный,Брест,БелАгропромбанк-ECKR-121,03-03-2009,22:09:15,успешно,нет,0.0
физ. лицо,списание средств,3121.9,безналичный,Брест,МаксБанк-ANVB-349,07-11-2002,21:05:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1995.48,наличный,Могилев,Приорбанк-HKKN-120,12-11-2011,07:23:14,успешно,нет,0.0
юр. лицо,списание средств,1000.62,безналичный,Гомель,БелАгропромбанк-MTFG-165,22-12-2008,01:21:56,успешно,нет,0.0
юр. лицо,списание средств,3605.39,наличный,Гродно,МаксБанк-BCOG-411,22-09-2023,19:15:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2689.97,безналичный,Витебск,Приорбанк-JDSE-663,23-06-2012,23:11:04,недостаточно средств,да,210.48
физ. лицо,получение средств,3554.86,безналичный,Могилев,БелАгропромбанк-VYUY-462,12-08-2024,11:37:51,успешно,нет,0.0
юр. лицо,получение средств,3605.06,наличный,Брест,Приорбанк-ZSVC-231,25-04-2022,22:42:20,успешно,нет,0.0
физ. лицо,получение средств,4182.91,безналичный,Гомель,Приорбанк-TPVX-125,22-12-2016,19:52:08,успешно,нет,0.0
физ. лицо,получение средств,3861.12,безналичный,Брест,Белинвестбанк-KPTQ-397,23-06-2001,03:48:00,успешно,нет,0.0
физ. лицо,получение средств,381.9,безналичный,Витебск,Белинвестбанк-UEQC-286,31-07-2006,22:01:21,успешно,нет,0.0
физ. лицо,получение средств,1077.94,безналичный,Гродно,БелАгропромбанк-RNML-521,08-10-2022,19:17:59,успешно,нет,0.0
физ. лицо,получение средств,1612.66,наличный,Гомель,Беларусбанк-DGYT-380,04-11-2017,01:29:48,успешно,нет,0.0
юр. лицо,списание средств,4635.27,безналичный,Брест,Приорбанк-XWPZ-878,07-07-2012,21:45:31,недостаточно средств,да,210.96
физ. лицо,получение средств,4715.7,безналичный,Витебск,Приорбанк-ACAU-970,23-03-2014,17:11:08,успешно,нет,0.0
юр. лицо,списание средств,4006.02,безналичный,Витебск,Белинвестбанк-MAGH-226,13-01-2023,09:23:55,неправильный ввод пин-кода,да,116.85
физ. лицо,списание средств,289.48,безналичный,Минск,БелАгропромбанк-JQUY-532,05-04-2018,13:37:46,успешно,да,23.26
юр. лицо,списание средств,3407.45,наличный,Минск,Приорбанк-KXOR-488,17-01-2000,13:29:04,успешно,да,142.95
физ. лицо,получение средств,1049.48,наличный,Могилев,Белинвестбанк-ODHY-652,25-05-2009,03:01:33,успешно,нет,0.0
физ. лицо,списание средств,945.39,безналичный,Могилев,Беларусбанк-TCTR-648,16-03-2008,18:00:54,неправильный ввод пин-кода,да,46.36
юр. лицо,получение средств,1528.97,наличный,Гомель,БелАгропромбанк-FMHK-168,02-11-2015,01:36:48,успешно,нет,0.0
физ. лицо,списание средств,1382.29,наличный,Минск,Белинвестбанк-KZXR-463,20-06-2010,06:21:30,неправильный ввод пин-кода,да,60.38
физ. лицо,получение средств,3030.51,наличный,Брест,Белинвестбанк-QGZF-931,10-05-2011,14:45:27,успешно,нет,0.0
физ. лицо,списание средств,908.78,безналичный,Гомель,МаксБанк-THWQ-102,27-01-2016,09:34:09,неправильный ввод пин-кода,да,62.98
физ. лицо,списание средств,3537.8,наличный,Могилев,Беларусбанк-LIAD-125,05-10-2017,08:06:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,4566.83,наличный,Брест,Белинвестбанк-RCOY-478,13-07-2021,05:04:12,успешно,нет,0.0
физ. лицо,списание средств,992.4,безналичный,Брест,Белинвестбанк-FDKM-849,10-05-2021,22:26:40,неправильный ввод пин-кода,да,63.59
физ. лицо,получение средств,3527.55,безналичный,Витебск,Приорбанк-VXEA-803,09-02-2006,04:13:58,успешно,нет,0.0
физ. лицо,получение средств,1803.8,безналичный,Гомель,Приорбанк-XEOJ-499,07-12-2008,12:56:50,успешно,нет,0.0
физ. лицо,получение средств,3726.16,наличный,Брест,БелАгропромбанк-PTCK-576,21-12-2021,13:14:17,успешно,нет,0.0
физ. лицо,списание средств,737.4,наличный,Могилев,Приорбанк-BYNN-646,05-12-2008,21:31:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1670.52,безналичный,Витебск,Белинвестбанк-OSMI-278,06-05-2001,21:52:11,успешно,нет,0.0
физ. лицо,списание средств,765.69,безналичный,Брест,Белинвестбанк-JSMD-606,21-09-2000,06:42:44,успешно,нет,0.0
юр. лицо,списание средств,4955.77,наличный,Витебск,Приорбанк-AKNC-983,07-10-2001,11:42:19,неправильный ввод пин-кода,да,442.68
юр. лицо,списание средств,841.22,безналичный,Витебск,БелАгропромбанк-MTMU-520,15-07-2024,06:35:48,неправильный ввод пин-кода,да,50.46
